iatiidentifier,donor_ref,donor,x1_donor_type,modality,status_code,status_name,recipient_main,commitment_usd,disbursement_usd,n_disb_years,first_disb_year,last_disb_year,y1_gap,planned_end,actual_end,y2_early_days,budget_orig,budget_ccy,n_budget_lines,cp_eligible,planned_start,actual_start
XI-IATI-IADB-CO-L1217,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,CO,300000000.0,300000000.0,1,2017,2017,0.0,2018-12-21,2017-12-29,357,,,,0,2017-12-22,2017-12-28
XI-IATI-IADB-CO-L1227,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,CO,600000000.0,600000000.0,1,2018,2018,0.0,2019-08-06,2018-12-15,234,,,,0,2018-12-07,2018-12-12
XI-IATI-IADB-CO-L1233,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,CO,350000000.0,350000000.0,1,2019,2019,0.0,2020-07-16,2019-09-14,306,,,,0,2019-09-11,2019-09-12
XI-IATI-IADB-CO-L1237,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,CO,600000000.0,600000000.0,1,2019,2019,0.0,2020-11-15,2019-12-27,324,,,,0,2019-12-18,2019-12-23
XI-IATI-IADB-CO-L1252,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,CO,300000000.0,300000000.0,1,2020,2020,0.0,2021-04-14,2020-04-29,350,,,,0,2020-04-24,2020-04-27
XI-IATI-IADB-CO-L1254,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,CO,850000000.0,850000000.0,1,2020,2020,0.0,2021-07-21,2020-08-01,354,,,,0,2020-07-28,2020-07-29
XI-IATI-IADB-CO-L1268,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,CO,200000000.0,200000000.0,1,2022,2022,0.0,2023-08-02,2022-08-15,352,,,,0,2022-08-10,2022-08-12
XI-IATI-IADB-CO-L1272,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,CO,300000000.0,300000000.0,1,2021,2021,0.0,2022-11-26,2021-12-03,358,,,,0,2021-12-01,2021-12-02
XI-IATI-IADB-CO-L1274,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,CO,300000000.0,300000000.0,1,2022,2022,0.0,2023-08-01,2022-08-15,351,,,,0,2022-08-10,2022-08-12
XI-IATI-IADB-CO-L1283,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,CO,500000000.0,500000000.0,1,2023,2023,0.0,2024-11-20,2023-12-01,355,,,,0,2023-11-29,2023-11-30
XI-IATI-IADB-CO-L1291,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,CO,500000000.0,500000000.0,1,2023,2023,0.0,2024-12-22,2023-12-27,361,,,,0,2023-12-22,2023-12-26
XI-IATI-IADB-CO-L1302,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,CO,600000000.0,600000000.0,1,2025,2025,0.0,2026-10-02,2025-12-08,298,,,,0,2025-10-20,2025-10-21
XI-IATI-IADB-CR-L1081,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,CR,350000000.0,350000000.0,1,2019,2019,0.0,2020-10-04,2019-10-18,352,,,,0,2019-10-15,2019-10-16
XI-IATI-IADB-CR-L1142,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,CR,230000000.0,230000000.0,1,2020,2020,0.0,2021-05-16,2020-05-21,360,,,,0,2020-05-16,2020-05-18
XI-IATI-IADB-CR-L1145,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,CR,250000000.0,250000000.0,1,2022,2022,0.0,2022-12-20,2022-03-15,280,,,,0,2022-03-11,2022-03-14
XI-IATI-IADB-DR-L1058,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,DO,400000000.0,400000000.0,1,2019,2019,0.0,2020-12-30,2020-01-03,362,,,,0,2019-12-30,2019-12-30
XI-IATI-IADB-DR-L1072,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,DO,250000000.0,250000000.0,1,2015,2015,0.0,2016-01-21,2015-02-20,335,,,,0,2015-02-18,2015-02-19
XI-IATI-IADB-DR-L1073,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,DO,150000000.0,150000000.0,1,2015,2015,0.0,2016-06-28,2015-08-08,325,,,,0,2015-08-06,2015-08-07
XI-IATI-IADB-DR-L1079,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,DO,300000000.0,300000000.0,1,2016,2016,0.0,2016-12-26,2016-12-02,24,,,,0,2016-11-29,2016-11-30
XI-IATI-IADB-DR-L1121,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,DO,300000000.0,300000000.0,1,2018,2018,0.0,2019-10-21,2019-01-03,291,,,,0,2018-12-27,2018-12-28
XI-IATI-IADB-DR-L1132,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,DO,250000000.0,250000000.0,1,2020,2020,0.0,2021-12-19,2020-12-24,360,,,,0,2020-12-22,2020-12-23
XI-IATI-IADB-DR-L1140,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,DO,200000000.0,200000000.0,1,2025,2025,0.0,2025-12-20,2025-01-14,340,,,,0,2024-12-20,2025-01-13
XI-IATI-IADB-DR-L1144,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,DO,250000000.0,250000000.0,1,2020,2020,0.0,2021-11-05,2020-11-23,347,,,,0,2020-11-18,2020-11-19
XI-IATI-IADB-DR-L1146,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,DO,250000000.0,250000000.0,1,2023,2023,0.0,2023-10-05,2023-01-26,252,,,,0,2023-01-25,2023-01-25
XI-IATI-IADB-DR-L1162,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,DO,300000000.0,300000000.0,1,2024,2024,0.0,2026-11-27,2024-12-23,704,,,,0,2024-12-18,2024-12-20
XI-IATI-IADB-EC-L1140,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,EC,500000000.0,500000000.0,1,2015,2015,0.0,2016-02-05,2015-02-07,363,,,,0,2015-02-05,2015-02-06
XI-IATI-IADB-EC-L1238,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,EC,100000000.0,100000000.0,2,2018,2019,0.0,2020-12-11,2019-11-09,398,,,,0,2018-12-17,2018-12-18
XI-IATI-IADB-EC-L1252,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,EC,300000000.0,300000000.0,2,2020,2021,0.0,2021-04-27,2021-04-23,4,,,,0,2019-09-26,2020-12-09
XI-IATI-IADB-EC-L1265,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,EC,280000000.0,280000000.0,1,2020,2020,0.0,2021-06-17,2020-06-23,359,,,,0,2020-06-18,2020-06-19
XI-IATI-IADB-EC-L1273,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,EC,200000000.0,200000000.0,1,2021,2021,0.0,2022-03-22,2021-03-29,358,,,,0,2021-03-24,2021-03-25
XI-IATI-IADB-EC-L1277,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,EC,250000000.0,250000000.0,1,2022,2022,0.0,2023-06-21,2022-07-04,352,,,,0,2022-06-30,2022-07-01
XI-IATI-IADB-EC-L1280,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,EC,400000000.0,400000000.0,1,2022,2022,0.0,2023-12-13,2022-12-20,358,,,,0,2022-12-16,2022-12-19
XI-IATI-IADB-EC-L1287,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,EC,500000000.0,950000000.0,1,2023,2023,-0.9,2024-08-18,2023-08-30,354,,,,0,2023-08-23,2023-08-24
XI-IATI-IADB-EC-L1293,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,EC,600000000.0,600000000.0,1,2024,2024,0.0,2025-08-15,2024-10-01,318,,,,0,2024-09-23,2024-09-30
XI-IATI-IADB-EC-L1301,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,EC,400000000.0,400000000.0,1,2025,2025,0.0,2026-06-26,2025-07-01,360,,,,0,2025-06-26,2025-06-30
XI-IATI-IADB-EC-L1310,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,EC,200000000.0,200000000.0,1,2025,2025,0.0,2026-12-12,2025-12-17,360,,,,0,2025-12-15,2025-12-16
XI-IATI-IADB-EC-U0005,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,2,Implementation,EC,85000000.0,0,0,,,1.0,2041-10-11,,,85000000.0,USD,88,0,2026-04-15,2022-10-19
XI-IATI-IADB-EC-U0007,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,2,Implementation,EC,155000000.0,0,0,,,1.0,2041-12-15,,,155000000.0,USD,88,0,2026-04-16,2024-11-13
XI-IATI-IADB-ES-L1093,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,SV,350000000.0,350000000.0,1,2018,2018,0.0,2019-07-06,2018-07-24,347,,,,0,2018-07-19,2018-07-20
XI-IATI-IADB-ES-L1137,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,SV,200000000.0,200000000.0,1,2019,2019,0.0,2020-07-25,2019-10-25,274,,,,0,2019-10-23,2019-10-23
XI-IATI-IADB-ES-L1143,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,SV,250000000.0,250000000.0,1,2020,2020,0.0,2021-08-02,2020-08-07,360,,,,0,2020-08-05,2020-08-05
XI-IATI-IADB-GU-L1085,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,GT,250000000.0,250000000.0,1,2015,2015,0.0,2016-03-28,2015-12-11,108,,,,0,2015-04-24,2015-04-30
XI-IATI-IADB-GU-L1096,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,GT,250000000.0,250000000.0,1,2020,2020,0.0,2022-04-02,2020-10-06,543,,,,0,2020-04-14,2020-04-16
XI-IATI-IADB-GU-L1183,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,GT,300000000.0,300000000.0,1,2026,2026,0.0,2027-02-04,2026-05-27,253,,,,0,2026-05-22,2026-05-26
XI-IATI-IADB-GY-L1043,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,GY,17160000.0,17160000.0,1,2015,2015,0.0,2016-02-19,2015-02-24,360,,,,0,2015-02-20,2015-02-23
XI-IATI-IADB-GY-L1067,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,GY,11640000.0,11640000.0,2,2018,2019,0.0,2020-12-10,2019-12-24,352,,,,0,2018-12-18,2018-12-19
XI-IATI-IADB-GY-L1075,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,GY,34000000.0,34000000.0,1,2021,2021,0.0,2022-01-22,2021-02-01,355,,,,0,2021-01-27,2021-01-28
XI-IATI-IADB-GY-L1083,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,GY,130000000.0,130000000.0,1,2022,2022,0.0,2023-09-19,2022-09-28,356,,,,0,2022-09-26,2022-09-27
XI-IATI-IADB-GY-L1086,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,GY,30000000.0,30000000.0,1,2023,2023,0.0,2024-12-08,2023-12-19,355,,,,0,2023-12-12,2023-12-18
XI-IATI-IADB-GY-L1089,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,GY,350000000.0,350000000.0,1,2025,2025,0.0,2026-06-22,2025-07-08,349,,,,0,2025-07-03,2025-07-07
XI-IATI-IADB-HA-L1088,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,HT,12000000.0,12000000.0,1,2014,2014,0.0,2015-07-03,2014-08-26,311,,,,0,2014-08-14,2014-08-25
XI-IATI-IADB-HA-L1090,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,HT,15000000.0,15000000.0,1,2014,2014,0.0,2015-07-04,2014-08-19,319,,,,0,2014-08-13,2014-08-18
XI-IATI-IADB-HA-L1099,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,HT,27000000.0,27000000.0,1,2015,2015,0.0,2016-07-01,2015-09-19,286,,,,0,2015-09-16,2015-09-18
XI-IATI-IADB-HO-L1070,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,HN,130000000.0,130000000.0,1,2014,2014,0.0,2015-12-17,2014-12-23,359,,,,0,2014-12-22,2014-12-22
XI-IATI-IADB-HO-L1103,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,HN,60000000.0,60000000.0,1,2015,2015,0.0,2016-12-22,2016-01-01,356,,,,0,2015-12-30,2015-12-30
XI-IATI-IADB-HO-L1118,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,HN,40000000.0,40000000.0,1,2015,2015,0.0,2016-12-22,2015-12-30,358,,,,0,2015-12-28,2015-12-29
XI-IATI-IADB-HO-L1182,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,HN,50000000.0,50000000.0,1,2017,2017,0.0,2018-08-07,2017-09-23,318,,,,0,2017-09-21,2017-09-22
XI-IATI-IADB-HO-L1189,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,HN,50000000.0,50000000.0,1,2018,2018,0.0,2019-11-22,2018-12-13,344,,,,0,2018-12-07,2018-12-10
XI-IATI-IADB-HO-L1193,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,HN,49780000.0,49780000.0,1,2018,2018,0.0,2019-11-22,2018-12-15,342,,,,0,2018-12-11,2018-12-12
XI-IATI-IADB-HO-L1198,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,HN,90000000.0,90000000.0,1,2018,2018,0.0,2019-11-22,2018-12-05,352,,,,0,2018-11-30,2018-12-03
XI-IATI-IADB-HO-L1204,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,HN,59500000.0,59500000.0,1,2019,2019,0.0,2020-12-07,2019-12-21,352,,,,0,2019-12-17,2019-12-19
XI-IATI-IADB-HO-L1206,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,HN,111650000.0,111650000.0,1,2020,2020,0.0,2021-05-21,2020-06-06,349,,,,0,2020-06-02,2020-06-04
XI-IATI-IADB-HO-L1207,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,HN,60000000.0,60000000.0,1,2020,2020,0.0,2020-12-26,2020-01-24,337,,,,0,2020-01-17,2020-01-21
XI-IATI-IADB-HO-L1219,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,HN,118480000.0,118480000.0,1,2022,2022,0.0,2022-12-14,2022-03-09,280,,,,0,2022-03-04,2022-03-08
XI-IATI-IADB-HO-L1229,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,HN,56100000.0,56100000.0,1,2024,2024,0.0,2025-04-22,2024-06-03,323,,,,0,2024-05-29,2024-05-31
XI-IATI-IADB-HO-L1232,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,HN,195000000.0,195000000.0,1,2022,2022,0.0,2023-12-02,2022-12-20,347,,,,0,2022-12-15,2022-12-19
XI-IATI-IADB-HO-L1248,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,HN,25600000.0,25600000.0,1,2024,2024,0.0,2025-11-19,2024-12-17,337,,,,0,2024-12-13,2024-12-16
XI-IATI-IADB-JA-L1014,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,JM,60000000.0,60000000.0,1,2014,2014,0.0,2015-02-06,2014-02-12,359,,,,0,2014-02-10,2014-02-11
XI-IATI-IADB-JA-L1033,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,JM,25000000.0,25000000.0,1,2015,2015,0.0,2016-11-25,2015-12-17,344,,,,0,2015-12-11,2015-12-16
XI-IATI-IADB-JA-L1038,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,JM,80000000.0,80000000.0,1,2014,2014,0.0,2015-02-06,2014-02-12,359,,,,0,2014-02-10,2014-02-11
XI-IATI-IADB-JA-L1051,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,JM,130000000.0,130000000.0,1,2015,2015,0.0,2016-08-05,2015-08-12,359,,,,0,2015-08-07,2015-08-10
XI-IATI-IADB-JA-L1055,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,JM,50000000.0,50000000.0,1,2016,2016,0.0,2017-12-19,2016-12-23,361,,,,0,2016-12-21,2016-12-21
XI-IATI-IADB-JA-L1058,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,JM,100000000.0,100000000.0,1,2016,2016,0.0,2017-07-21,2016-08-02,353,,,,0,2016-07-29,2016-08-01
XI-IATI-IADB-JA-L1078,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,JM,110000000.0,110000000.0,2,2018,2019,0.0,2021-02-21,2019-12-21,428,,,,0,2018-05-22,2018-05-23
XI-IATI-IADB-JA-L1080,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,JM,50000000.0,50000000.0,1,2018,2018,0.0,2019-12-07,2018-12-19,353,,,,0,2018-12-14,2018-12-17
XI-IATI-IADB-JA-L1086,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,JM,100000000.0,100000000.0,1,2020,2020,0.0,2021-10-07,2020-10-19,353,,,,0,2020-10-12,2020-10-16
XI-IATI-IADB-JA-L1087,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,JM,75000000.0,75000000.0,1,2021,2021,0.0,2022-03-18,2021-03-29,354,,,,0,2021-03-23,2021-03-24
XI-IATI-IADB-JA-L1088,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,JM,100000000.0,100000000.0,1,2022,2022,0.0,2023-03-18,2022-03-29,354,,,,0,2022-03-25,2022-03-28
XI-IATI-IADB-ME-L1144,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,MX,800000000.0,800000000.0,2,2014,2015,0.0,2015-11-07,2015-01-06,305,,,,0,2014-12-09,2014-12-11
XI-IATI-IADB-ME-L1186,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,MX,600000000.0,600000000.0,2,2016,2017,0.0,2017-12-13,2017-01-06,341,,,,0,2016-12-15,2016-12-21
XI-IATI-IADB-ME-L1189,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,MX,600000000.0,600000000.0,1,2016,2016,0.0,2017-06-21,2016-07-01,355,,,,0,2016-06-27,2016-06-30
XI-IATI-IADB-ME-L1253,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,MX,650000000.0,650000000.0,1,2017,2017,0.0,2018-08-24,2017-09-01,357,,,,0,2017-08-28,2017-08-31
XI-IATI-IADB-ME-L1264,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,MX,600000000.0,600000000.0,1,2018,2018,0.0,2019-05-23,2018-06-14,343,,,,0,2018-06-07,2018-06-12
XI-IATI-IADB-ME-L1266,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,MX,600000000.0,600000000.0,1,2019,2019,0.0,2019-12-28,2019-01-11,351,,,,0,2019-01-05,2019-01-08
XI-IATI-IADB-ME-L1276,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,MX,600000000.0,600000000.0,1,2019,2019,0.0,2020-06-10,2019-06-14,362,,,,0,2019-06-10,2019-06-12
XI-IATI-IADB-ME-L1289,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,MX,800000000.0,800000000.0,1,2021,2021,0.0,2021-05-22,2021-01-11,131,,,,0,2020-06-16,2021-01-07
XI-IATI-IADB-ME-L1294,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,MX,600000000.0,600000000.0,1,2020,2020,0.0,2020-12-20,2020-01-08,347,,,,0,2019-12-30,2020-01-06
XI-IATI-IADB-ME-L1299,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,MX,700000000.0,700000000.0,1,2022,2022,0.0,2022-12-07,2022-01-10,331,,,,0,2021-12-20,2022-01-07
XI-IATI-IADB-ME-L1315,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,MX,700000000.0,700000000.0,1,2023,2023,0.0,2024-09-08,2023-09-21,353,,,,0,2023-09-18,2023-09-20
XI-IATI-IADB-ME-L1322,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,MX,500000000.0,500000000.0,1,2024,2024,0.0,2024-12-15,2024-01-08,342,,,,0,2023-12-22,2024-01-05
XI-IATI-IADB-ME-L1331,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,MX,600000000.0,600000000.0,1,2024,2024,0.0,2025-07-30,2024-08-12,352,,,,0,2024-08-05,2024-08-09
XI-IATI-IADB-ME-L1332,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,MX,600000000.0,600000000.0,1,2025,2025,0.0,2026-06-03,2025-06-18,350,,,,0,2025-06-12,2025-06-17
XI-IATI-IADB-ME-L1341,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,MX,550000000.0,550000000.0,1,2026,2026,0.0,2026-12-19,2026-01-15,338,,,,0,2026-01-12,2026-01-14
XI-IATI-IADB-NI-L1079,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,NI,45000000.0,45000000.0,1,2014,2014,0.0,2015-07-14,2014-08-15,333,,,,0,2014-08-11,2014-08-14
XI-IATI-IADB-NI-L1089,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,NI,65000000.0,65000000.0,1,2015,2015,0.0,2016-08-31,2015-10-01,335,,,,0,2015-09-29,2015-09-30
XI-IATI-IADB-NI-L1096,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,NI,65000000.0,65000000.0,1,2017,2017,0.0,2018-04-24,2017-05-17,342,,,,0,2017-05-12,2017-05-16
XI-IATI-IADB-NI-L1144,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,NI,65000000.0,65000000.0,1,2017,2017,0.0,2018-12-13,2017-12-23,355,,,,0,2017-12-21,2017-12-22
XI-IATI-IADB-PE-L1099,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,PE,25000000.0,25000000.0,1,2014,2014,0.0,2015-12-04,2014-12-22,347,,,,0,2014-12-16,2014-12-19
XI-IATI-IADB-PE-L1138,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,PE,25000000.0,25000000.0,1,2014,2014,0.0,2015-11-07,2014-12-05,337,,,,0,2014-12-02,2014-12-04
XI-IATI-IADB-PE-L1140,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,PE,25000000.0,25000000.0,1,2014,2014,0.0,2015-12-04,2014-12-22,347,,,,0,2014-12-17,2014-12-19
XI-IATI-IADB-PE-L1154,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,PE,300000000.0,300000000.0,1,2016,2016,0.0,2018-05-15,2016-12-16,515,,,,0,2016-12-13,2016-12-15
XI-IATI-IADB-PE-L1169,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,PE,300000000.0,300000000.0,1,2020,2020,0.0,2020-05-15,2020-04-28,17,,,,0,2020-04-20,2020-04-24
XI-IATI-IADB-PE-L1223,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,PE,100000000.0,100000000.0,1,2019,2019,0.0,2020-01-31,2019-03-27,310,,,,0,2019-03-06,2019-03-25
XI-IATI-IADB-PE-L1244,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,PE,50000000.0,50000000.0,1,2020,2020,0.0,2021-06-16,2020-08-14,306,,,,0,2020-08-06,2020-08-12
XI-IATI-IADB-PE-L1261,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,PE,400000000.0,400000000.0,1,2021,2021,0.0,2024-04-12,2021-06-22,1025,,,,0,2021-06-14,2021-06-18
XI-IATI-IADB-PE-L1262,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,PE,600000000.0,600000000.0,1,2021,2021,0.0,2024-06-30,2021-09-29,1005,,,,0,2021-09-23,2021-05-12
XI-IATI-IADB-PE-L1267,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,PE,500000000.0,500000000.0,1,2022,2022,0.0,2024-12-28,2022-05-05,968,,,,0,2022-04-28,2022-05-04
XI-IATI-IADB-PE-L1276,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,PE,300000000.0,300000000.0,1,2023,2023,0.0,2026-03-01,2023-05-16,1020,,,,0,2023-05-10,2023-05-15
XI-IATI-IADB-PE-L1283,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,PE,300000000.0,300000000.0,1,2024,2024,0.0,2027-01-12,2024-06-14,942,,,,0,2024-06-05,2024-06-13
XI-IATI-IADB-PE-L1303,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,PE,550000000.0,550000000.0,1,2026,2026,0.0,2027-02-19,2026-03-23,333,,,,0,2026-03-18,2026-03-20
XI-IATI-IADB-PN-L1100,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,PA,300000000.0,300000000.0,1,2014,2014,0.0,2015-10-02,2014-04-18,532,,,,0,2014-04-03,2014-04-04
XI-IATI-IADB-PN-L1103,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,PA,150000000.0,150000000.0,1,2015,2015,0.0,2016-06-19,2015-09-01,292,,,,0,2015-08-31,2015-08-31
XI-IATI-IADB-PN-L1110,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,PA,150000000.0,150000000.0,1,2015,2015,0.0,2016-06-19,2015-09-01,292,,,,0,2015-08-28,2015-08-31
XI-IATI-IADB-PN-L1118,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,PA,200000000.0,200000000.0,1,2016,2016,0.0,2017-12-14,2016-12-31,348,,,,0,2016-12-27,2016-12-30
XI-IATI-IADB-PN-L1119,XI-IATI-IADB,Inter-American Development Bank,Multilateral,A02_sector,4,Closed,PA,200000000.0,200000000.0,1,2016,2016,0.0,2017-08-12,2016-11-12,273,,,,0,2016-11-08,2016-11-11
